N_Fe N_B T d n_Fe n_Fe_SRH n_FeB n_FeB_SRH
2.154000E+11 1.000E+16 295 1.500E-4 1.252919162E+00 1.253113436E+00 1.220182167E+00 1.222536401E+00
3.162000E+11 1.000E+16 295 1.500E-4 1.253113901E+00 1.253244510E+00 1.224541090E+00 1.226253878E+00
4.642000E+11 1.000E+16 295 1.500E-4 1.253331941E+00 1.253419325E+00 1.227441736E+00 1.227524795E+00
6.813000E+11 1.000E+16 295 1.500E-4 1.253585957E+00 1.253644090E+00 1.228015306E+00 1.228070301E+00
1.000000E+12 1.000E+16 295 1.500E-4 1.256968831E+00 1.258362164E+00 1.228442647E+00 1.228548797E+00
1.468000E+12 1.000E+16 295 1.500E-4 1.266061885E+00 1.266089628E+00 1.229008865E+00 1.229077644E+00
2.154000E+12 1.000E+16 295 1.500E-4 1.271898570E+00 1.271917866E+00 1.241982331E+00 1.241993716E+00
3.162000E+12 1.000E+16 295 1.500E-4 1.272320537E+00 1.272333156E+00 1.248409162E+00 1.248422149E+00
4.642000E+12 1.000E+16 295 1.500E-4 1.272707071E+00 1.272718930E+00 1.248860127E+00 1.248873333E+00
6.813000E+12 1.000E+16 295 1.500E-4 1.282799307E+00 1.283278945E+00 1.249250920E+00 1.249259810E+00
1.000000E+13 1.000E+16 295 1.500E-4 1.285808702E+00 1.285818052E+00 1.260044118E+00 1.260326357E+00
1.000000E+10 1.000E+16 300 1.500E-4 1.227105803E+00 1.252846319E+00 1.215972198E+00 1.224765788E+00
1.468000E+10 1.000E+16 300 1.500E-4 1.233186997E+00 1.252856156E+00 1.221207905E+00 1.224783874E+00
2.154000E+10 1.000E+16 300 1.500E-4 1.245138048E+00 1.252870495E+00 1.222364257E+00 1.224810225E+00
3.162000E+10 1.000E+16 300 1.500E-4 1.245905655E+00 1.252891356E+00 1.223179312E+00 1.224848462E+00
4.642000E+10 1.000E+16 300 1.500E-4 1.247819104E+00 1.252921634E+00 1.223767106E+00 1.224903799E+00
6.813000E+10 1.000E+16 300 1.500E-4 1.249474856E+00 1.252965342E+00 1.224210841E+00 1.224983295E+00
1.000000E+11 1.000E+16 300 1.500E-4 1.250644293E+00 1.253028038E+00 1.224572813E+00 1.225096493E+00
1.468000E+11 1.000E+16 300 1.500E-4 1.251491218E+00 1.253116998E+00 1.224901536E+00 1.225255516E+00
2.154000E+11 1.000E+16 300 1.500E-4 1.252997508E+00 1.254477221E+00 1.225229280E+00 1.225466490E+00
3.162000E+11 1.000E+16 300 1.500E-4 1.254785150E+00 1.257751359E+00 1.225540654E+00 1.225698483E+00
4.642000E+11 1.000E+16 300 1.500E-4 1.259752959E+00 1.259868069E+00 1.226103009E+00 1.226208059E+00
6.813000E+11 1.000E+16 300 1.500E-4 1.260096275E+00 1.260172881E+00 1.226630076E+00 1.226699702E+00
1.000000E+12 1.000E+16 300 1.500E-4 1.260496485E+00 1.260547174E+00 1.233706464E+00 1.234417352E+00
1.468000E+12 1.000E+16 300 1.500E-4 1.260948497E+00 1.260981840E+00 1.235032359E+00 1.235134003E+00
2.154000E+12 1.000E+16 300 1.500E-4 1.261433825E+00 1.261455661E+00 1.235755987E+00 1.235810006E+00
3.162000E+12 1.000E+16 300 1.500E-4 1.273603541E+00 1.273619195E+00 1.238742848E+00 1.239139422E+00
4.642000E+12 1.000E+16 300 1.500E-4 1.279593404E+00 1.279602910E+00 1.253030234E+00 1.253315918E+00
6.813000E+12 1.000E+16 300 1.500E-4 1.279962586E+00 1.279978862E+00 1.255602233E+00 1.255612581E+00
1.000000E+13 1.000E+16 300 1.500E-4 1.280431295E+00 1.280441261E+00 1.256136317E+00 1.256141062E+00
1.000000E+10 1.000E+16 305 1.500E-4 1.231780892E+00 1.258471546E+00 1.212438091E+00 1.229531593E+00
1.468000E+10 1.000E+16 305 1.500E-4 1.235762795E+00 1.258484868E+00 1.217311260E+00 1.229553814E+00
2.154000E+10 1.000E+16 305 1.500E-4 1.240125955E+00 1.258504270E+00 1.221688438E+00 1.229586181E+00
3.162000E+10 1.000E+16 305 1.500E-4 1.242646397E+00 1.258532501E+00 1.225379617E+00 1.229633249E+00
4.642000E+10 1.000E+16 305 1.500E-4 1.251004030E+00 1.258573497E+00 1.228222750E+00 1.229701362E+00
6.813000E+10 1.000E+16 305 1.500E-4 1.254319087E+00 1.258632680E+00 1.228793753E+00 1.229799362E+00
1.000000E+11 1.000E+16 305 1.500E-4 1.255769422E+00 1.258717555E+00 1.229256818E+00 1.229939101E+00
1.468000E+11 1.000E+16 305 1.500E-4 1.256826042E+00 1.258837935E+00 1.229674180E+00 1.230135803E+00
2.154000E+11 1.000E+16 305 1.500E-4 1.257634914E+00 1.259006203E+00 1.230096610E+00 1.230407829E+00
3.162000E+11 1.000E+16 305 1.500E-4 1.258303010E+00 1.259236677E+00 1.230565905E+00 1.230774837E+00
4.642000E+11 1.000E+16 305 1.500E-4 1.258908665E+00 1.259543725E+00 1.231127998E+00 1.231266944E+00
6.813000E+11 1.000E+16 305 1.500E-4 1.259844539E+00 1.259939898E+00 1.231815400E+00 1.231906323E+00
1.000000E+12 1.000E+16 305 1.500E-4 1.260360603E+00 1.260423742E+00 1.232640819E+00 1.232700788E+00
1.468000E+12 1.000E+16 305 1.500E-4 1.267140616E+00 1.267183897E+00 1.233433900E+00 1.233502722E+00
2.154000E+12 1.000E+16 305 1.500E-4 1.267793309E+00 1.267821689E+00 1.241481327E+00 1.241526410E+00
3.162000E+12 1.000E+16 305 1.500E-4 1.268453990E+00 1.268472577E+00 1.242556372E+00 1.242573094E+00
4.642000E+12 1.000E+16 305 1.500E-4 1.269893197E+00 1.270334103E+00 1.243295899E+00 1.243310005E+00
6.813000E+12 1.000E+16 305 1.500E-4 1.281413253E+00 1.281736138E+00 1.255513524E+00 1.255782536E+00
1.000000E+13 1.000E+16 305 1.500E-4 1.287015277E+00 1.287023942E+00 1.262197586E+00 1.262203626E+00
1.000000E+10 1.000E+16 310 1.500E-4 1.240750366E+00 1.253212622E+00 1.215671588E+00 1.230013649E+00
1.468000E+10 1.000E+16 310 1.500E-4 1.247703333E+00 1.253229228E+00 1.218105701E+00 1.230120133E+00
2.154000E+10 1.000E+16 310 1.500E-4 1.249464520E+00 1.253253474E+00 1.219815223E+00 1.230276182E+00
3.162000E+10 1.000E+16 310 1.500E-4 1.250698057E+00 1.253288765E+00 1.222020420E+00 1.230504703E+00
4.642000E+10 1.000E+16 310 1.500E-4 1.251572628E+00 1.253339980E+00 1.224650489E+00 1.230839001E+00
6.813000E+10 1.000E+16 310 1.500E-4 1.252210689E+00 1.253413892E+00 1.226865854E+00 1.231327237E+00
1.000000E+11 1.000E+16 310 1.500E-4 1.252702410E+00 1.253519771E+00 1.228839967E+00 1.232038738E+00
1.468000E+11 1.000E+16 310 1.500E-4 1.253115942E+00 1.254466961E+00 1.230777203E+00 1.233072121E+00
2.154000E+11 1.000E+16 310 1.500E-4 1.253505091E+00 1.256114119E+00 1.232908300E+00 1.234565992E+00
3.162000E+11 1.000E+16 310 1.500E-4 1.256421266E+00 1.258487494E+00 1.235193316E+00 1.235457480E+00
4.642000E+11 1.000E+16 310 1.500E-4 1.260361294E+00 1.261879687E+00 1.235850371E+00 1.236027033E+00
6.813000E+11 1.000E+16 310 1.500E-4 1.265182620E+00 1.265304679E+00 1.236628428E+00 1.236745933E+00
1.000000E+12 1.000E+16 310 1.500E-4 1.265873293E+00 1.265954169E+00 1.237530556E+00 1.237608266E+00
1.468000E+12 1.000E+16 310 1.500E-4 1.266652916E+00 1.266706223E+00 1.238559331E+00 1.238610466E+00
2.154000E+12 1.000E+16 310 1.500E-4 1.267489762E+00 1.267524749E+00 1.239633080E+00 1.239666648E+00
3.162000E+12 1.000E+16 310 1.500E-4 1.274492465E+00 1.274516340E+00 1.243485585E+00 1.243796263E+00
4.642000E+12 1.000E+16 310 1.500E-4 1.275452192E+00 1.275453847E+00 1.249029387E+00 1.249051830E+00
6.813000E+12 1.000E+16 310 1.500E-4 1.276297083E+00 1.276312665E+00 1.249809310E+00 1.249820965E+00
1.000000E+13 1.000E+16 310 1.500E-4 1.287975819E+00 1.287985724E+00 1.255289242E+00 1.255503220E+00
1.000000E+10 1.000E+16 315 1.500E-4 1.239783868E+00 1.257421029E+00 1.217897668E+00 1.227653232E+00
1.468000E+10 1.000E+16 315 1.500E-4 1.247439694E+00 1.257443938E+00 1.220941817E+00 1.227680448E+00
2.154000E+10 1.000E+16 315 1.500E-4 1.252711458E+00 1.257477365E+00 1.223087887E+00 1.227720134E+00
3.162000E+10 1.000E+16 315 1.500E-4 1.254263244E+00 1.257526017E+00 1.224605126E+00 1.227777928E+00
4.642000E+10 1.000E+16 315 1.500E-4 1.255368722E+00 1.257596602E+00 1.225694862E+00 1.227901373E+00
6.813000E+10 1.000E+16 315 1.500E-4 1.256180606E+00 1.257698338E+00 1.226506460E+00 1.228292758E+00
1.000000E+11 1.000E+16 315 1.500E-4 1.256812312E+00 1.257843900E+00 1.227152540E+00 1.228863464E+00
1.468000E+11 1.000E+16 315 1.500E-4 1.257350452E+00 1.258049868E+00 1.227720812E+00 1.229693177E+00
2.154000E+11 1.000E+16 315 1.500E-4 1.257863936E+00 1.258336731E+00 1.229446222E+00 1.230894268E+00
3.162000E+11 1.000E+16 315 1.500E-4 1.258409236E+00 1.258727665E+00 1.231564529E+00 1.232622309E+00
4.642000E+11 1.000E+16 315 1.500E-4 1.259031783E+00 1.259245307E+00 1.234299588E+00 1.235087237E+00
6.813000E+11 1.000E+16 315 1.500E-4 1.259762992E+00 1.259905433E+00 1.237959913E+00 1.238561718E+00
1.000000E+12 1.000E+16 315 1.500E-4 1.260614517E+00 1.260835472E+00 1.241987002E+00 1.242086439E+00
1.468000E+12 1.000E+16 315 1.500E-4 1.267789965E+00 1.268359435E+00 1.243203096E+00 1.243268687E+00
2.154000E+12 1.000E+16 315 1.500E-4 1.272698360E+00 1.272742740E+00 1.244492932E+00 1.244536075E+00
3.162000E+12 1.000E+16 315 1.500E-4 1.273821948E+00 1.273851088E+00 1.245955481E+00 1.245983623E+00
4.642000E+12 1.000E+16 315 1.500E-4 1.276179526E+00 1.276515182E+00 1.247310105E+00 1.247328615E+00
6.813000E+12 1.000E+16 315 1.500E-4 1.282218664E+00 1.282228652E+00 1.255452059E+00 1.255465003E+00
1.000000E+13 1.000E+16 315 1.500E-4 1.283041919E+00 1.283053561E+00 1.256211473E+00 1.256220470E+00
1.000000E+10 1.000E+16 320 1.500E-4 1.245809931E+00 1.260340959E+00 1.218839746E+00 1.230909467E+00
1.468000E+10 1.000E+16 320 1.500E-4 1.251854695E+00 1.260373305E+00 1.222577334E+00 1.230941912E+00
2.154000E+10 1.000E+16 320 1.500E-4 1.254557317E+00 1.260420468E+00 1.225225814E+00 1.230989272E+00
3.162000E+10 1.000E+16 320 1.500E-4 1.256469368E+00 1.260489111E+00 1.227103847E+00 1.231058238E+00
4.642000E+10 1.000E+16 320 1.500E-4 1.257840948E+00 1.260588486E+00 1.228454140E+00 1.231158396E+00
6.813000E+10 1.000E+16 320 1.500E-4 1.258858484E+00 1.260731638E+00 1.229458670E+00 1.231302927E+00
1.000000E+11 1.000E+16 320 1.500E-4 1.259662102E+00 1.260936101E+00 1.230255525E+00 1.231510092E+00
1.468000E+11 1.000E+16 320 1.500E-4 1.260360367E+00 1.261224607E+00 1.230952696E+00 1.231803829E+00
2.154000E+11 1.000E+16 320 1.500E-4 1.261040384E+00 1.261624972E+00 1.231638506E+00 1.232214164E+00
3.162000E+11 1.000E+16 320 1.500E-4 1.261773961E+00 1.262167964E+00 1.232387441E+00 1.232775354E+00
4.642000E+11 1.000E+16 320 1.500E-4 1.262618035E+00 1.262882455E+00 1.233261093E+00 1.233521383E+00
6.813000E+11 1.000E+16 320 1.500E-4 1.263610083E+00 1.263786689E+00 1.234302643E+00 1.234476388E+00
1.000000E+12 1.000E+16 320 1.500E-4 1.264760584E+00 1.264877927E+00 1.237827693E+00 1.238223917E+00
1.468000E+12 1.000E+16 320 1.500E-4 1.266046678E+00 1.266124264E+00 1.243265007E+00 1.243588410E+00
2.154000E+12 1.000E+16 320 1.500E-4 1.267413549E+00 1.267464639E+00 1.248722335E+00 1.248776898E+00
3.162000E+12 1.000E+16 320 1.500E-4 1.276932922E+00 1.277261612E+00 1.250471010E+00 1.250506713E+00
4.642000E+12 1.000E+16 320 1.500E-4 1.280130586E+00 1.280150230E+00 1.252089808E+00 1.252113455E+00
6.813000E+12 1.000E+16 320 1.500E-4 1.281392150E+00 1.281406341E+00 1.253439477E+00 1.253455191E+00
1.000000E+13 1.000E+16 320 1.500E-4 1.288515269E+00 1.288525680E+00 1.261556029E+00 1.261566598E+00
1.000000E+10 1.000E+16 325 1.500E-4 1.238571005E+00 1.255093043E+00 1.219037574E+00 1.233792627E+00
1.468000E+10 1.000E+16 325 1.500E-4 1.244743410E+00 1.255271784E+00 1.223565130E+00 1.233829351E+00
2.154000E+10 1.000E+16 325 1.500E-4 1.247726152E+00 1.255532046E+00 1.226791147E+00 1.233882897E+00
3.162000E+10 1.000E+16 325 1.500E-4 1.249842037E+00 1.255909291E+00 1.229085469E+00 1.233960998E+00
4.642000E+10 1.000E+16 325 1.500E-4 1.251796084E+00 1.256453183E+00 1.230735155E+00 1.234074425E+00
6.813000E+10 1.000E+16 325 1.500E-4 1.254042740E+00 1.257230889E+00 1.231958144E+00 1.234238366E+00
1.000000E+11 1.000E+16 325 1.500E-4 1.256152040E+00 1.258329800E+00 1.232920714E+00 1.234473668E+00
1.468000E+11 1.000E+16 325 1.500E-4 1.258371509E+00 1.259856620E+00 1.233753321E+00 1.234808092E+00
2.154000E+11 1.000E+16 325 1.500E-4 1.260916586E+00 1.261928180E+00 1.234562280E+00 1.235276685E+00
3.162000E+11 1.000E+16 325 1.500E-4 1.263455049E+00 1.263935221E+00 1.235438224E+00 1.235920405E+00
4.642000E+11 1.000E+16 325 1.500E-4 1.264620486E+00 1.264943227E+00 1.236457053E+00 1.236781193E+00
6.813000E+11 1.000E+16 325 1.500E-4 1.265989482E+00 1.266205437E+00 1.237674803E+00 1.237891687E+00
1.000000E+12 1.000E+16 325 1.500E-4 1.267565922E+00 1.267709769E+00 1.239115815E+00 1.239260212E+00
1.468000E+12 1.000E+16 325 1.500E-4 1.269309679E+00 1.269405093E+00 1.240760144E+00 1.240855890E+00
2.154000E+12 1.000E+16 325 1.500E-4 1.271142293E+00 1.271205358E+00 1.245810097E+00 1.246045518E+00
3.162000E+12 1.000E+16 325 1.500E-4 1.272965541E+00 1.273007207E+00 1.253573402E+00 1.253779230E+00
4.642000E+12 1.000E+16 325 1.500E-4 1.278133708E+00 1.278371950E+00 1.256475340E+00 1.256505264E+00
6.813000E+12 1.000E+16 325 1.500E-4 1.285991530E+00 1.286011207E+00 1.258153006E+00 1.258172937E+00
1.000000E+13 1.000E+16 325 1.500E-4 1.287456729E+00 1.287469805E+00 1.259741042E+00 1.259754592E+00
1.000000E+10 1.000E+16 330 1.500E-4 1.224971073E+00 1.243131005E+00 1.218119112E+00 1.235884440E+00
1.468000E+10 1.000E+16 330 1.500E-4 1.231130089E+00 1.243173493E+00 1.223514662E+00 1.235925661E+00
2.154000E+10 1.000E+16 330 1.500E-4 1.235645109E+00 1.243235541E+00 1.227384345E+00 1.235985975E+00
3.162000E+10 1.000E+16 330 1.500E-4 1.238514819E+00 1.243325724E+00 1.230146974E+00 1.236073919E+00
4.642000E+10 1.000E+16 330 1.500E-4 1.240162871E+00 1.243456362E+00 1.232135277E+00 1.236201718E+00
6.813000E+10 1.000E+16 330 1.500E-4 1.241396313E+00 1.243644464E+00 1.233605942E+00 1.236386575E+00
1.000000E+11 1.000E+16 330 1.500E-4 1.242382348E+00 1.243913051E+00 1.234756265E+00 1.236652258E+00
1.468000E+11 1.000E+16 330 1.500E-4 1.243252231E+00 1.244291645E+00 1.235741090E+00 1.237030592E+00
2.154000E+11 1.000E+16 330 1.500E-4 1.244662333E+00 1.245615582E+00 1.236687528E+00 1.237562156E+00
3.162000E+11 1.000E+16 330 1.500E-4 1.248217939E+00 1.248867471E+00 1.237703766E+00 1.238295151E+00
4.642000E+11 1.000E+16 330 1.500E-4 1.258225153E+00 1.258694385E+00 1.238881892E+00 1.239280271E+00
6.813000E+11 1.000E+16 330 1.500E-4 1.260265810E+00 1.260665279E+00 1.240292681E+00 1.240559926E+00
1.000000E+12 1.000E+16 330 1.500E-4 1.264538929E+00 1.264748703E+00 1.241972259E+00 1.242150724E+00
1.468000E+12 1.000E+16 330 1.500E-4 1.270962293E+00 1.271077510E+00 1.243906361E+00 1.244025063E+00
2.154000E+12 1.000E+16 330 1.500E-4 1.273451873E+00 1.273528478E+00 1.246022585E+00 1.246101289E+00
3.162000E+12 1.000E+16 330 1.500E-4 1.275892526E+00 1.275943432E+00 1.249433955E+00 1.249610712E+00
4.642000E+12 1.000E+16 330 1.500E-4 1.278320906E+00 1.278354315E+00 1.257725324E+00 1.257884462E+00
6.813000E+12 1.000E+16 330 1.500E-4 1.280855027E+00 1.281033660E+00 1.262309052E+00 1.262334006E+00
1.000000E+13 1.000E+16 330 1.500E-4 1.291443668E+00 1.291459954E+00 1.264188769E+00 1.264205541E+00
1.000000E+10 1.000E+16 335 1.500E-4 1.205049993E+00 1.226564177E+00 1.218317689E+00 1.236472787E+00
1.468000E+10 1.000E+16 335 1.500E-4 1.210813228E+00 1.227052338E+00 1.221833132E+00 1.236520847E+00
2.154000E+10 1.000E+16 335 1.500E-4 1.215065225E+00 1.227764178E+00 1.226377084E+00 1.236591061E+00
3.162000E+10 1.000E+16 335 1.500E-4 1.219538546E+00 1.228783555E+00 1.229637799E+00 1.236693420E+00
4.642000E+10 1.000E+16 335 1.500E-4 1.223883399E+00 1.228919364E+00 1.231992448E+00 1.236842260E+00
6.813000E+10 1.000E+16 335 1.500E-4 1.226801722E+00 1.229115017E+00 1.233736306E+00 1.237057592E+00
1.000000E+11 1.000E+16 335 1.500E-4 1.227818691E+00 1.229394319E+00 1.235099499E+00 1.237367391E+00
1.468000E+11 1.000E+16 335 1.500E-4 1.228717963E+00 1.229788476E+00 1.236264334E+00 1.237808835E+00
2.154000E+11 1.000E+16 335 1.500E-4 1.229610046E+00 1.230335248E+00 1.237380638E+00 1.238429933E+00
3.162000E+11 1.000E+16 335 1.500E-4 1.231468337E+00 1.232098013E+00 1.238577099E+00 1.239287864E+00
4.642000E+11 1.000E+16 335 1.500E-4 1.237464802E+00 1.238068579E+00 1.239964069E+00 1.240444143E+00
6.813000E+11 1.000E+16 335 1.500E-4 1.247483493E+00 1.247794935E+00 1.241628577E+00 1.241951580E+00
1.000000E+12 1.000E+16 335 1.500E-4 1.250753980E+00 1.250925313E+00 1.243618550E+00 1.243834995E+00
1.468000E+12 1.000E+16 335 1.500E-4 1.256758275E+00 1.256900824E+00 1.245923723E+00 1.246068296E+00
2.154000E+12 1.000E+16 335 1.500E-4 1.269875951E+00 1.270047762E+00 1.248464831E+00 1.248561140E+00
3.162000E+12 1.000E+16 335 1.500E-4 1.273891949E+00 1.273950613E+00 1.251103799E+00 1.251167911E+00
4.642000E+12 1.000E+16 335 1.500E-4 1.280334407E+00 1.280374950E+00 1.253892295E+00 1.253934954E+00
6.813000E+12 1.000E+16 335 1.500E-4 1.283075432E+00 1.283102805E+00 1.262162704E+00 1.262285930E+00
1.000000E+13 1.000E+16 335 1.500E-4 1.285350995E+00 1.285369610E+00 1.267924616E+00 1.267945540E+00
1.000000E+10 1.000E+16 340 1.500E-4 1.190052355E+00 1.209283111E+00 1.217988180E+00 1.236461927E+00
1.468000E+10 1.000E+16 340 1.500E-4 1.195212108E+00 1.209710656E+00 1.223355329E+00 1.236516247E+00
2.154000E+10 1.000E+16 340 1.500E-4 1.200306797E+00 1.210333800E+00 1.224805972E+00 1.236595552E+00
3.162000E+10 1.000E+16 340 1.500E-4 1.204365475E+00 1.211019232E+00 1.228418384E+00 1.236711080E+00
4.642000E+10 1.000E+16 340 1.500E-4 1.207789523E+00 1.211684049E+00 1.231166787E+00 1.236879269E+00
6.813000E+10 1.000E+16 340 1.500E-4 1.209968254E+00 1.212635606E+00 1.233203859E+00 1.237122685E+00
1.000000E+11 1.000E+16 340 1.500E-4 1.212159382E+00 1.213783691E+00 1.234792939E+00 1.237472983E+00
1.468000E+11 1.000E+16 340 1.500E-4 1.214587828E+00 1.215636394E+00 1.236144357E+00 1.237972392E+00
2.154000E+11 1.000E+16 340 1.500E-4 1.215459116E+00 1.216169604E+00 1.237431608E+00 1.238675682E+00
3.162000E+11 1.000E+16 340 1.500E-4 1.216413938E+00 1.216893835E+00 1.238804169E+00 1.239648704E+00
4.642000E+11 1.000E+16 340 1.500E-4 1.219010987E+00 1.219381203E+00 1.240391063E+00 1.240963002E+00
6.813000E+11 1.000E+16 340 1.500E-4 1.226519448E+00 1.226787519E+00 1.242296142E+00 1.242682386E+00
1.000000E+12 1.000E+16 340 1.500E-4 1.236528883E+00 1.236704987E+00 1.244581158E+00 1.244841148E+00
1.468000E+12 1.000E+16 340 1.500E-4 1.240719115E+00 1.240846963E+00 1.247243449E+00 1.247417947E+00
2.154000E+12 1.000E+16 340 1.500E-4 1.255181568E+00 1.255279082E+00 1.250201805E+00 1.250318704E+00
3.162000E+12 1.000E+16 340 1.500E-4 1.259741811E+00 1.259802107E+00 1.253303750E+00 1.253382048E+00
4.642000E+12 1.000E+16 340 1.500E-4 1.268175246E+00 1.268245672E+00 1.256573327E+00 1.256625836E+00
6.813000E+12 1.000E+16 340 1.500E-4 1.280208287E+00 1.280247752E+00 1.259469983E+00 1.259505365E+00
1.000000E+13 1.000E+16 340 1.500E-4 1.283586921E+00 1.283608489E+00 1.270351242E+00 1.267983156E+00
1.000000E+10 5.623E+16 290 1.500E-4 1.254441742E+00 1.301080522E+00 1.212786877E+00 1.224854396E+00
1.468000E+10 5.623E+16 290 1.500E-4 1.257218690E+00 1.301086405E+00 1.216169425E+00 1.225761954E+00
2.154000E+10 5.623E+16 290 1.500E-4 1.268035900E+00 1.301094814E+00 1.216769424E+00 1.227078159E+00
3.162000E+10 5.623E+16 290 1.500E-4 1.272398038E+00 1.301106904E+00 1.218543256E+00 1.228976805E+00
4.642000E+10 5.623E+16 290 1.500E-4 1.280503711E+00 1.301124290E+00 1.220270763E+00 1.231695002E+00
6.813000E+10 5.623E+16 290 1.500E-4 1.281245266E+00 1.301149155E+00 1.226678784E+00 1.234386593E+00
1.000000E+11 5.623E+16 290 1.500E-4 1.294582957E+00 1.301184359E+00 1.233969390E+00 1.234999449E+00
1.468000E+11 5.623E+16 290 1.500E-4 1.294999969E+00 1.301233474E+00 1.235221425E+00 1.235718517E+00
2.154000E+11 5.623E+16 290 1.500E-4 1.300760687E+00 1.301300588E+00 1.236195806E+00 1.236512297E+00
3.162000E+11 5.623E+16 290 1.500E-4 1.301031728E+00 1.306713662E+00 1.237135899E+00 1.237332584E+00
4.642000E+11 5.623E+16 290 1.500E-4 1.301268458E+00 1.314716192E+00 1.243992043E+00 1.246736070E+00
6.813000E+11 5.623E+16 290 1.500E-4 1.314700676E+00 1.314869954E+00 1.247314768E+00 1.247402710E+00
1.000000E+12 5.623E+16 290 1.500E-4 1.314938012E+00 1.315047098E+00 1.247962978E+00 1.250119645E+00
1.468000E+12 5.623E+16 290 1.500E-4 1.315168799E+00 1.315238557E+00 1.262183879E+00 1.262225540E+00
2.154000E+12 5.623E+16 290 1.500E-4 1.315385486E+00 1.320961183E+00 1.268516547E+00 1.268541453E+00
3.162000E+12 5.623E+16 290 1.500E-4 1.329495803E+00 1.332913559E+00 1.268979598E+00 1.268988390E+00
4.642000E+12 5.623E+16 290 1.500E-4 1.343125386E+00 1.344392820E+00 1.276754912E+00 1.277973549E+00
6.813000E+12 5.623E+16 290 1.500E-4 1.344556746E+00 1.344571091E+00 1.283642624E+00 1.283644617E+00
1.000000E+13 5.623E+16 290 1.500E-4 1.358387005E+00 1.358397347E+00 1.272024533E+00 1.272035759E+00
1.000000E+10 5.623E+16 295 1.500E-4 1.260008457E+00 1.303831808E+00 1.216090429E+00 1.226414054E+00
1.468000E+10 5.623E+16 295 1.500E-4 1.263707597E+00 1.303839176E+00 1.219480648E+00 1.226571569E+00
2.154000E+10 5.623E+16 295 1.500E-4 1.266297428E+00 1.303849816E+00 1.221962340E+00 1.226793353E+00
3.162000E+10 5.623E+16 295 1.500E-4 1.273485726E+00 1.303865186E+00 1.224898261E+00 1.227102573E+00
4.642000E+10 5.623E+16 295 1.500E-4 1.281126987E+00 1.303887331E+00 1.225013507E+00 1.227517831E+00
6.813000E+10 5.623E+16 295 1.500E-4 1.289165979E+00 1.303919045E+00 1.226507206E+00 1.228060510E+00
1.000000E+11 5.623E+16 295 1.500E-4 1.289871783E+00 1.303963995E+00 1.227761515E+00 1.230972591E+00
1.468000E+11 5.623E+16 295 1.500E-4 1.290383065E+00 1.305657794E+00 1.232023700E+00 1.236785949E+00
2.154000E+11 5.623E+16 295 1.500E-4 1.299815574E+00 1.309503684E+00 1.240745375E+00 1.242824215E+00
3.162000E+11 5.623E+16 295 1.500E-4 1.303771809E+00 1.309625024E+00 1.243587747E+00 1.243873865E+00
4.642000E+11 5.623E+16 295 1.500E-4 1.307771674E+00 1.309780528E+00 1.244952634E+00 1.245132098E+00
6.813000E+11 5.623E+16 295 1.500E-4 1.309763994E+00 1.309970657E+00 1.246091850E+00 1.246204832E+00
1.000000E+12 5.623E+16 295 1.500E-4 1.310057169E+00 1.310190356E+00 1.255202468E+00 1.255281483E+00
1.468000E+12 5.623E+16 295 1.500E-4 1.319110512E+00 1.323455387E+00 1.255978802E+00 1.256030279E+00
2.154000E+12 5.623E+16 295 1.500E-4 1.323660529E+00 1.323720267E+00 1.266971396E+00 1.268483823E+00
3.162000E+12 5.623E+16 295 1.500E-4 1.323932833E+00 1.323970494E+00 1.275040743E+00 1.276166619E+00
4.642000E+12 5.623E+16 295 1.500E-4 1.330451162E+00 1.334837785E+00 1.276984918E+00 1.276933263E+00
6.813000E+12 5.623E+16 295 1.500E-4 1.347324989E+00 1.347343221E+00 1.277306738E+00 1.277360809E+00
1.000000E+13 5.623E+16 295 1.500E-4 1.352881858E+00 1.352894381E+00 1.275749734E+00 1.275763583E+00
1.000000E+10 5.623E+16 300 1.500E-4 1.264588533E+00 1.299338385E+00 1.177379701E+00 1.231267611E+00
1.468000E+10 5.623E+16 300 1.500E-4 1.269438047E+00 1.299347311E+00 1.222204631E+00 1.231462164E+00
2.154000E+10 5.623E+16 300 1.500E-4 1.272858476E+00 1.299360256E+00 1.225404906E+00 1.231736887E+00
3.162000E+10 5.623E+16 300 1.500E-4 1.275250900E+00 1.299379003E+00 1.227823686E+00 1.232118266E+00
4.642000E+10 5.623E+16 300 1.500E-4 1.276918729E+00 1.299406047E+00 1.229747570E+00 1.232635905E+00
6.813000E+10 5.623E+16 300 1.500E-4 1.289692023E+00 1.299444804E+00 1.232032657E+00 1.233318674E+00
1.000000E+11 5.623E+16 300 1.500E-4 1.290593919E+00 1.299499793E+00 1.232833221E+00 1.234179698E+00
1.468000E+11 5.623E+16 300 1.500E-4 1.298328359E+00 1.299576672E+00 1.234345811E+00 1.235214165E+00
2.154000E+11 5.623E+16 300 1.500E-4 1.298847125E+00 1.301460717E+00 1.235823285E+00 1.236384438E+00
3.162000E+11 5.623E+16 300 1.500E-4 1.299268227E+00 1.308413869E+00 1.239241456E+00 1.241910269E+00
4.642000E+11 5.623E+16 300 1.500E-4 1.299638075E+00 1.312501628E+00 1.250253804E+00 1.251346030E+00
6.813000E+11 5.623E+16 300 1.500E-4 1.312483702E+00 1.312744028E+00 1.252623398E+00 1.252778039E+00
