# Time-correlated data for fix JJ
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_flux[1]*c_flux[1] c_flux[2]*c_flux[2] c_flux[3]*c_flux[3]
10000000 10000
1282 64050 198720 -68.923 -492.924 -591.15
1283 64100 198719 -496.903 -708.098 -940.078
1284 64150 198718 -749.174 -693.012 -831.16
1285 64200 198717 -675.623 -565.947 -642.138
1286 64250 198716 -476.221 -268.689 -268.177
1287 64300 198715 -41.5189 19.3074 59.5199
1288 64350 198714 275.327 314.892 339.521
1289 64400 198713 540.181 418.082 272.523
1290 64450 198712 479.984 370.236 141.614
1291 64500 198711 427.039 351.749 122.809
1292 64550 198710 167.424 438.941 134.103
1293 64600 198709 12.2963 204.627 182.963
1294 64650 198708 -50.333 41.906 200.422
1295 64700 198707 -197.102 -127.588 -41.4784
1296 64750 198706 -309.956 -336.717 -334.28
1297 64800 198705 -220.958 -454.838 -599.622
1298 64850 198704 -244.68 -407.003 -590.723
1299 64900 198703 -41.2103 -372.87 -324.199
1300 64950 198702 3.49203 -191.832 -183.639
1301 65000 198701 -122.774 -32.303 128.769
1302 65050 198700 -13.4676 129.561 202.207
1303 65100 198699 176.797 50.0725 186.725
1304 65150 198698 199.41 48.9586 25.4825
1305 65200 198697 62.474 -241.595 -186.869
1306 65250 198696 -169.945 -258.144 -266.728
1307 65300 198695 -250.906 -171.973 -19.8876
1308 65350 198694 -74.0757 67.8718 193.658
1309 65400 198693 -73.3923 304.214 303.822
1310 65450 198692 141.81 289.925 502.882
1311 65500 198691 186.149 294.311 363.133
1312 65550 198690 300.166 146.262 157.898
1313 65600 198689 220.888 -201.979 -171.962
1314 65650 198688 -34.8284 -497.003 -453.485
1315 65700 198687 -136.91 -587.428 -635.556
1316 65750 198686 -230.741 -513.109 -589.52
1317 65800 198685 -566.485 -244.039 -393.798
1318 65850 198684 -801.622 -174.105 -300.008
1319 65900 198683 -605.772 -97.2364 -264.777
1320 65950 198682 -91.6891 -383.999 -108.404
1321 66000 198681 153.072 -240.742 65.004
1322 66050 198680 422.479 2.32859 306.81
1323 66100 198679 735.035 386.767 343.887
1324 66150 198678 814.666 613.785 475.418
1325 66200 198677 630.945 693.832 324.872
1326 66250 198676 437.486 668.893 388.936
1327 66300 198675 218.513 469.873 251.233
1328 66350 198674 37.0872 128.023 320.758
1329 66400 198673 -93.9676 34.7491 182.021
1330 66450 198672 -132.404 -148.447 -6.52585
1331 66500 198671 -277.318 -358.359 -213.796
1332 66550 198670 -477.462 -570.623 -392.165
1333 66600 198669 -574.829 -727.711 -666.696
1334 66650 198668 -438.074 -708.044 -600.29
1335 66700 198667 -200.719 -777.599 -616.423
1336 66750 198666 -20.5219 -608.542 -467.38
1337 66800 198665 301.728 -382.084 -294.619
1338 66850 198664 493.853 -91.4573 -73.6115
1339 66900 198663 461.071 257.113 148.757
1340 66950 198662 262.744 492.208 417.342
1341 67000 198661 194.378 520.233 582.175
1342 67050 198660 151.36 354.452 549.872
1343 67100 198659 254.767 135.608 542.808
1344 67150 198658 308.03 -84.5073 403.932
1345 67200 198657 384.906 -167.369 54.5871
1346 67250 198656 252.515 -291.856 -149.468
1347 67300 198655 145.57 -156.542 -405.244
1348 67350 198654 89.8511 -178.678 -425.802
1349 67400 198653 -112.428 -156.395 -355.194
1350 67450 198652 -212.911 -149.485 -117.396
1351 67500 198651 -339.129 -73.3903 -72.1567
1352 67550 198650 -338.982 -162.856 18.6845
1353 67600 198649 -129.13 -282.041 159.978
1354 67650 198648 10.8133 -336.09 61.7126
1355 67700 198647 0.386681 -471.931 -374.942
1356 67750 198646 14.7065 -575.151 -435.079
1357 67800 198645 -48.8039 -469.645 -615.614
1358 67850 198644 -73.3893 -262.712 -489.705
1359 67900 198643 165.913 -183.445 -180.24
1360 67950 198642 327.078 -61.3109 135.398
1361 68000 198641 518.446 270.391 496.817
1362 68050 198640 502.253 639.108 379.156
1363 68100 198639 350.352 519.47 321.991
1364 68150 198638 156.559 253.04 117.324
1365 68200 198637 -187.514 -218.784 -12.9077
1366 68250 198636 -415.014 -592.762 -226.912
1367 68300 198635 -329.338 -774.174 -346.28
1368 68350 198634 -182.326 -601.879 -465.462
1369 68400 198633 72.3314 -278.923 -446.609
1370 68450 198632 193.881 -68.5879 -258.417
1371 68500 198631 324.683 72.553 -101.868
1372 68550 198630 385.215 147.779 -41.783
1373 68600 198629 203.19 142.485 158.47
1374 68650 198628 134.293 151.955 275.663
1375 68700 198627 160.011 205.071 264.601
1376 68750 198626 106.931 -5.72966 104.814
1377 68800 198625 1.6147 -230.265 -68.4576
1378 68850 198624 -15.3235 -419.719 -289.79
1379 68900 198623 -21.7372 -475.725 -451.883
1380 68950 198622 -126.886 -324.08 -521.496
1381 69000 198621 -121.571 -252.839 -374.708
1382 69050 198620 -79.5968 -166.471 -12.6178
1383 69100 198619 207.989 278.995 333.82
1384 69150 198618 470.035 416.221 678.577
1385 69200 198617 528.004 658.941 637.623
1386 69250 198616 607.618 589.045 436.366
1387 69300 198615 332.865 149.457 -4.5341
1388 69350 198614 -22.2212 -413.85 -448.705
1389 69400 198613 -407.336 -770.349 -622.301
1390 69450 198612 -522.031 -822.013 -727.85
1391 69500 198611 -529.193 -763.239 -636.02
1392 69550 198610 -210.393 -469.882 -465.12
1393 69600 198609 223.092 66.7849 -38.5393
1394 69650 198608 592.096 380.784 209.903
1395 69700 198607 807.984 514.198 328.87
1396 69750 198606 541.1 458.71 356.859
1397 69800 198605 292.136 204.608 239.722
1398 69850 198604 4.75778 140.12 291.928
1399 69900 198603 44.1702 132.333 229.732
1400 69950 198602 36.4186 366.499 375.757
1401 70000 198601 88.3418 275.644 264.423
1402 70050 198600 171.924 197.072 191.322
1403 70100 198599 201.765 34.9538 -18.8859
1404 70150 198598 -51.0014 -112.761 -144.766
1405 70200 198597 -160.066 -363.032 -220.152
1406 70250 198596 -303.472 -488.945 -73.3236
1407 70300 198595 -121.442 -336.682 16.9916
1408 70350 198594 -74.5613 -196.038 -37.9099
1409 70400 198593 28.4578 -261.925 -139.657
1410 70450 198592 90.6876 -315.406 -379.906
1411 70500 198591 36.1567 -406.178 -495.827
1412 70550 198590 -185.576 -555.763 -479.679
1413 70600 198589 -437.328 -469.269 -289.441
1414 70650 198588 -402.125 -195.947 167.893
1415 70700 198587 68.7431 307.13 397.815
1416 70750 198586 601.531 703.633 648.038
1417 70800 198585 1119.75 798.034 884.498
1418 70850 198584 1166.91 675.664 766.188
1419 70900 198583 849.17 436.45 432.625
1420 70950 198582 351.806 232.47 88.9002
1421 71000 198581 -138.096 91.5874 17.9058
1422 71050 198580 -418.067 7.67123 -61.695
1423 71100 198579 -524.599 -88.2861 -91.1096
1424 71150 198578 -470.93 -221.688 13.5385
1425 71200 198577 -301.295 -294.471 -13.0991
1426 71250 198576 -34.8905 -408.148 -222.772
1427 71300 198575 -54.3193 -513.806 -394.991
1428 71350 198574 -68.5599 -598.942 -467.608
1429 71400 198573 -145.512 -660.667 -460.951
1430 71450 198572 -166.139 -336.305 -307.807
1431 71500 198571 40.0481 -87.9698 21.3416
1432 71550 198570 406.871 433.121 348.979
1433 71600 198569 549.37 703.253 564.463
1434 71650 198568 459.622 673.989 533.546
1435 71700 198567 200.933 473.684 395.78
1436 71750 198566 146.35 117.713 297.569
1437 71800 198565 -169.348 -61.6511 86.6316
1438 71850 198564 -190.554 -71.088 55.1782
1439 71900 198563 -125.456 -187.938 -2.53825
1440 71950 198562 51.7317 -214.418 -39.4615
1441 72000 198561 221.978 -178.26 -214.229
1442 72050 198560 199.329 -203.613 -379.053
1443 72100 198559 61.0513 -112.759 -551.339
1444 72150 198558 -120.817 -82.4733 -261.298
1445 72200 198557 -272.81 25.7835 -37.7782
1446 72250 198556 -154.529 132.429 322.753
1447 72300 198555 -105.512 310.536 461.967
1448 72350 198554 25.1747 274.339 413.363
1449 72400 198553 185.868 153.713 200.745
1450 72450 198552 242.987 -174.38 -130.016
1451 72500 198551 146.016 -349.159 -260.229
1452 72550 198550 44.2239 -267.131 -341.274
1453 72600 198549 -54.7686 -68.0411 -224.977
1454 72650 198548 3.82594 128.258 62.8251
1455 72700 198547 -69.6924 238.852 358.722
1456 72750 198546 -114.267 273.177 465.69
1457 72800 198545 -4.23192 296.051 540.386
1458 72850 198544 -105.046 186.023 420.005
1459 72900 198543 -9.91891 -145.715 71.6234
1460 72950 198542 -199.902 -352.106 -208.345
1461 73000 198541 -276.085 -653.573 -381.361
1462 73050 198540 -399.186 -768.232 -334.779
1463 73100 198539 -372.632 -686.904 -218.253
1464 73150 198538 -200.241 -387.222 -209.865
1465 73200 198537 65.7184 -74.5728 -118.738
1466 73250 198536 226.617 131.85 74.0964
1467 73300 198535 375.825 247.695 135.041
1468 73350 198534 242.206 301.993 294.716
1469 73400 198533 58.0454 311.567 492.384
1470 73450 198532 -103.841 129.392 454.367
1471 73500 198531 -106.624 -55.5526 264.113
1472 73550 198530 -129.548 -213.428 43.5704
1473 73600 198529 -217.169 -225.81 -182.86
1474 73650 198528 -120.095 -313.885 -314.692
1475 73700 198527 -9.32318 -213.797 -184.425
1476 73750 198526 144.338 -59.9995 89.0463
1477 73800 198525 190.382 164.232 312.819
1478 73850 198524 27.7371 280.919 535.816
1479 73900 198523 -94.9609 307.498 616.104
1480 73950 198522 -66.849 177.917 251.523
1481 74000 198521 -134.711 -200.063 -118.891
1482 74050 198520 -247.96 -605.658 -377.853
1483 74100 198519 -443.341 -914.735 -516.607
1484 74150 198518 -494.011 -902.868 -645.233
1485 74200 198517 -441.918 -803.631 -504.615
1486 74250 198516 -343.785 -568.446 -383.769
1487 74300 198515 -162.336 -204.062 -140.461
1488 74350 198514 55.0475 144.076 17.4555
1489 74400 198513 361.527 337.341 411.812
1490 74450 198512 547.072 562.218 694.125
1491 74500 198511 539.196 737.923 786.99
1492 74550 198510 602.054 790.99 751.752
1493 74600 198509 382.976 348.437 583.705
1494 74650 198508 -13.6592 93.8136 226.506
1495 74700 198507 -500.917 -242.511 -166.577
1496 74750 198506 -617.762 -450.512 -317.453
1497 74800 198505 -502.112 -343.561 -267.259
1498 74850 198504 -189.636 -201.724 -342.459
1499 74900 198503 -54.3472 -38.3125 -199.774
1500 74950 198502 -62.8724 -50.5514 -167.73
1501 75000 198501 -201.985 -201.354 -5.10078
1502 75050 198500 -215.736 -337.209 -149.344
1503 75100 198499 -441.812 -497.337 -154.403
1504 75150 198498 -507.27 -376.035 -267.15
1505 75200 198497 -571.95 -300.303 -172.23
1506 75250 198496 -198.502 -100.378 -53.7313
1507 75300 198495 207.398 138.514 205.253
1508 75350 198494 366.285 348.421 442.987
1509 75400 198493 404.992 400.055 449.122
1510 75450 198492 174.619 311.04 401.105
1511 75500 198491 37.5492 200.971 289.744
1512 75550 198490 35.1873 62.4777 285.1
1513 75600 198489 114.667 151.973 241.043
1514 75650 198488 288.265 89.4654 128.138
1515 75700 198487 148.808 -19.6565 -15.6241
1516 75750 198486 -75.3521 -188.06 -245.773
1517 75800 198485 -583.494 -537.103 -476.95
1518 75850 198484 -957.812 -841.443 -551.377
1519 75900 198483 -1008.75 -936.597 -519.412
1520 75950 198482 -533.817 -780.895 -291.427
1521 76000 198481 78.8043 -290.318 140.632
1522 76050 198480 524.97 101.879 350.869
1523 76100 198479 812.841 421.981 445.956
1524 76150 198478 608.234 329.284 331.721
1525 76200 198477 445.274 168.979 351.35
1526 76250 198476 98.4005 -148.108 183.293
1527 76300 198475 -173.661 -240.769 171.287
1528 76350 198474 -181.868 -151.825 227.732
1529 76400 198473 -24.0644 123.89 333.285
1530 76450 198472 -11.8448 49.8773 317.059
1531 76500 198471 -17.0182 -44.3328 155.858
1532 76550 198470 -46.7228 -316.829 -16.6142
1533 76600 198469 -173.478 -559.609 -292.29
1534 76650 198468 -351.175 -948.958 -387.417
1535 76700 198467 -410.092 -1117.66 -550.711
1536 76750 198466 -182.193 -800.951 -434.8
1537 76800 198465 38.0552 -469.142 -217.67
1538 76850 198464 243.773 126.078 144.896
1539 76900 198463 207.556 308.33 419.602
1540 76950 198462 192.466 318.249 461.533
1541 77000 198461 105.452 156.097 273.195
1542 77050 198460 -69.7961 -142.49 205.263
1543 77100 198459 -30.0523 -248.817 188.141
1544 77150 198458 202.354 -111.929 327.232
1545 77200 198457 379.258 -0.101264 293.102
1546 77250 198456 367.498 33.3943 222.827
1547 77300 198455 274.603 101.637 -2.71519
1548 77350 198454 38.4648 -37.4814 -164.793
1549 77400 198453 -244.936 -223.413 -205.899
1550 77450 198452 -417.094 -529.697 -49.2998
1551 77500 198451 -572.964 -285.121 138.387
1552 77550 198450 -533.711 -147.903 347.153
1553 77600 198449 -468.528 -41.0419 344.199
1554 77650 198448 -175.343 -60.7841 240.34
1555 77700 198447 57.8597 -213.956 63.9842
1556 77750 198446 111.721 -349.676 -213.103
1557 77800 198445 123.441 -615.127 -481.577
1558 77850 198444 -144.534 -778.84 -558.302
1559 77900 198443 -191.421 -533.721 -339.366
1560 77950 198442 -120.109 -123.383 54.5175
1561 78000 198441 9.29421 403.457 512.986
1562 78050 198440 234.893 792.573 591.434
1563 78100 198439 217.014 628.557 674.611
1564 78150 198438 46.0433 352.809 393.58
1565 78200 198437 -27.6539 -51.546 92.0364
1566 78250 198436 -183.476 -339.57 101.413
1567 78300 198435 -137.139 -327.442 137.974
1568 78350 198434 -130.66 -209.112 183.752
1569 78400 198433 -77.2433 -16.9654 215.244
1570 78450 198432 141.071 241.684 158.706
1571 78500 198431 250.45 284.688 167.785
1572 78550 198430 300.175 268.736 213.249
1573 78600 198429 95.9568 139.4 297.464
1574 78650 198428 -167.372 -135.91 181.905
1575 78700 198427 -484.569 -396.379 136.294
1576 78750 198426 -528.24 -525.173 -48.5285
1577 78800 198425 -485.848 -511.587 -82.3915
1578 78850 198424 -296.434 -476.709 -323.131
1579 78900 198423 -52.6008 -471.38 -460.299
1580 78950 198422 79.8423 -483.562 -400.679
1581 79000 198421 -45.7452 -287.648 -210.721
1582 79050 198420 -67.3548 -105.651 163.741
1583 79100 198419 152.878 290.157 653.642
1584 79150 198418 458.166 606.784 997.327
1585 79200 198417 418.999 834.666 1121.63
1586 79250 198416 285.629 704.415 782.025
1587 79300 198415 211.942 369.799 353.62
1588 79350 198414 76.4025 -45.2824 -79.1769
1589 79400 198413 -2.05524 -649.467 -336.478
1590 79450 198412 -206.438 -1009.28 -528.439
1591 79500 198411 -406.952 -910.315 -392.525
1592 79550 198410 -540.712 -681.25 -370.404
1593 79600 198409 -489.247 -346.655 -135.977
1594 79650 198408 -59.959 -44.7588 -143.578
1595 79700 198407 299.903 130.605 -56.8412
1596 79750 198406 368.756 124.401 96.2001
1597 79800 198405 277.404 -108.138 204.578
1598 79850 198404 20.544 -135.939 214.508
1599 79900 198403 -177.186 -159.121 339.986
1600 79950 198402 -191.409 -61.1562 327.429
1601 80000 198401 -132.511 98.724 387.929
1602 80050 198400 62.4214 89.799 284.234
1603 80100 198399 245.856 147.117 228.775
1604 80150 198398 482.584 152.381 160.92
1605 80200 198397 431.044 90.9405 289.904
1606 80250 198396 167.727 -56.8173 241.089
1607 80300 198395 -86.3427 -197.895 157.011
1608 80350 198394 -355.712 -147.272 14.8234
1609 80400 198393 -393.562 -307.597 -195.772
1610 80450 198392 -437.488 -506.755 -340.06
1611 80500 198391 -342.223 -698.706 -543.163
1612 80550 198390 -235.602 -697.032 -548.997
1613 80600 198389 -260.104 -509.628 -314.531
1614 80650 198388 -62.5517 -229.329 -13.2376
1615 80700 198387 175.248 53.3416 451.206
1616 80750 198386 345.053 350.917 657.661
1617 80800 198385 668.538 533.021 712.184
1618 80850 198384 855.105 663.464 646.567
1619 80900 198383 908.374 611.805 545.131
1620 80950 198382 659.048 420.15 540.667
1621 81000 198381 207.807 76.9017 251.675
1622 81050 198380 -125.547 -125.319 -31.5522
1623 81100 198379 -452.843 -348.795 -69.9739
1624 81150 198378 -751.682 -627.729 -176.804
1625 81200 198377 -857.262 -546.507 -171.407
1626 81250 198376 -533.584 -439.218 -316.521
1627 81300 198375 -59.2146 -296.709 -301.561
1628 81350 198374 199.101 -338.098 -174.692
1629 81400 198373 158.346 -349.237 -163.092
1630 81450 198372 84.6709 -321.557 42.2233
1631 81500 198371 -163.165 -215.291 26.6384
1632 81550 198370 -53.3417 -77.1301 147.817
1633 81600 198369 -10.8033 136.109 130.127
1634 81650 198368 214.074 171.294 277.106
1635 81700 198367 165.645 242.118 388.127
1636 81750 198366 289.118 269.841 434.736
1637 81800 198365 343.587 240.798 400.464
1638 81850 198364 329.739 45.1464 341.353
1639 81900 198363 209.601 -28.6811 239.473
1640 81950 198362 109.322 -158.569 -13.5836
1641 82000 198361 -11.2163 -132.511 -128.154
1642 82050 198360 20.5562 1.70748 -99.7443
1643 82100 198359 68.3818 60.9806 24.3274
1644 82150 198358 100.036 188.817 12.8093
1645 82200 198357 -106.631 22.2376 113.109
1646 82250 198356 -275.197 -183.325 43.042
1647 82300 198355 -534.088 -317.804 42.7714
1648 82350 198354 -499.825 -392.711 89.795
1649 82400 198353 -112.306 -426.07 35.7115
1650 82450 198352 254.828 -303.383 -35.7024
1651 82500 198351 525.504 -265.424 -11.7702
1652 82550 198350 542.966 -44.1765 -127.714
1653 82600 198349 399.821 -125.059 -214.691
1654 82650 198348 193.413 -115 -180.499
1655 82700 198347 0.87393 -47.0927 135.815
1656 82750 198346 -182.418 37.033 391.714
1657 82800 198345 -181.344 55.8763 529.832
1658 82850 198344 -133.467 217.895 533.045
1659 82900 198343 -65.0239 294.636 412.94
1660 82950 198342 126.979 136.113 403.029
1661 83000 198341 259.051 -82.599 211.189
1662 83050 198340 212.781 -274.143 -3.47669
1663 83100 198339 49.4601 -348.236 -169.177
1664 83150 198338 81.1278 -453.019 -148.106
1665 83200 198337 25.6907 -367.888 -2.50298
1666 83250 198336 101.211 18.5531 84.771
1667 83300 198335 74.4046 292.562 203.697
1668 83350 198334 61.0016 329.293 244.641
1669 83400 198333 38.8459 59.3679 264.174
1670 83450 198332 -207.25 -311.055 73.1051
1671 83500 198331 -386.613 -533.762 -145.625
1672 83550 198330 -461.215 -617.982 -148.62
1673 83600 198329 -212.507 -544.301 -109.639
1674 83650 198328 96.2449 -333.524 -45.1408
1675 83700 198327 181.63 36.4554 150.67
1676 83750 198326 355.575 418.14 405.935
1677 83800 198325 402.378 598.961 494.268
1678 83850 198324 377.494 572.777 586.879
1679 83900 198323 163.814 309.321 669.634
1680 83950 198322 -156.819 84.9544 522.808
1681 84000 198321 -459.68 -204.838 406.145
1682 84050 198320 -572.482 -430.903 115.378
1683 84100 198319 -322.462 -599.67 -130.329
1684 84150 198318 32.6486 -618.24 -538.552
1685 84200 198317 143.774 -591.633 -708.673
1686 84250 198316 -10.5325 -635.657 -505.357
1687 84300 198315 -227.363 -613.111 -373.644
1688 84350 198314 -229.503 -305.518 -3.48358
1689 84400 198313 -63.2792 166.721 323.379
1690 84450 198312 142.308 599.949 620.974
1691 84500 198311 390.651 815.95 874.328
1692 84550 198310 549.817 723.742 851.125
1693 84600 198309 332.995 351.898 507.124
1694 84650 198308 32.983 29.7739 136.608
1695 84700 198307 -184.328 -257.799 -103.242
1696 84750 198306 -419.94 -495.035 -74.9031
1697 84800 198305 -385.03 -449.111 -52.6799
1698 84850 198304 -282.324 -305.407 96.2972
1699 84900 198303 -128.146 7.21287 191.624
1700 84950 198302 154.899 47.0288 132.655
1701 85000 198301 90.9742 12.1722 -1.68739
1702 85050 198300 -93.2347 -222.82 -159.071
1703 85100 198299 -481.871 -531.162 -334.721
1704 85150 198298 -691.809 -856.341 -331.392
1705 85200 198297 -654.9 -745.264 -307.357
1706 85250 198296 -317.342 -547.429 -96.8273
1707 85300 198295 -133.796 -153.596 15.4033
1708 85350 198294 258.923 2.17071 124.73
1709 85400 198293 435.236 158.322 252.261
1710 85450 198292 425.659 361.483 453.459
1711 85500 198291 263.561 486.749 496.989
1712 85550 198290 344.838 483.343 720.165
1713 85600 198289 235.633 370.177 771.797
1714 85650 198288 313.405 269.045 667.135
1715 85700 198287 -0.679259 177.361 329.587
1716 85750 198286 -197.774 -97.878 -128.764
1717 85800 198285 -535.64 -379.938 -419.693
1718 85850 198284 -701.124 -727.719 -665.947
1719 85900 198283 -776.143 -910.762 -543.725
1720 85950 198282 -671.795 -932.299 -400.202
1721 86000 198281 -445.358 -641.143 -125.731
1722 86050 198280 -104.162 -318.745 70.4159
1723 86100 198279 237.567 211.186 134.855
1724 86150 198278 476.95 305.622 289.958
1725 86200 198277 447.165 218.825 179.048
1726 86250 198276 240.732 -199.637 140.826
1727 86300 198275 -126 -252.698 -52.4995
1728 86350 198274 -251.126 -349.863 112.362
1729 86400 198273 -138.655 -165.009 322.523
1730 86450 198272 -69.5068 -78.9883 327.769
1731 86500 198271 26.6391 80.7592 249.543
1732 86550 198270 18.8722 21.0746 239.026
1733 86600 198269 68.6004 -80.8555 22.142
1734 86650 198268 114.659 -306.661 -108.482
1735 86700 198267 122.322 -423.32 -121.423
1736 86750 198266 134.365 -410.273 2.65294
1737 86800 198265 6.40701 -188.687 128.763
1738 86850 198264 -168.207 -3.75288 142.196
1739 86900 198263 -316.742 55.9656 128.705
1740 86950 198262 -126.193 -51.342 30.7893
1741 87000 198261 -30.7085 -259.25 -14.1984
1742 87050 198260 -54.6074 -371.641 -26.4879
1743 87100 198259 -14.4161 -465.474 -76.3175
1744 87150 198258 7.0175 -313.986 -4.10647
1745 87200 198257 95.9349 -247.362 166.071
1746 87250 198256 216.554 -50.2752 238.695
1747 87300 198255 169.313 128.27 200.031
1748 87350 198254 301.207 9.13093 77.4037
1749 87400 198253 276.522 -39.9202 -86.7298
1750 87450 198252 44.1581 -73.3777 -90.9311
1751 87500 198251 -265.759 -52.8319 177.107
1752 87550 198250 -386.191 102.763 462
1753 87600 198249 -338.774 -96.249 514.797
1754 87650 198248 -112.207 -165.872 370.71
1755 87700 198247 9.76723 -231.667 50.351
1756 87750 198246 114.198 -462.791 -239.743
1757 87800 198245 85.4888 -569.969 -449.156
1758 87850 198244 80.6454 -506.244 -541.841
1759 87900 198243 124.928 -297.151 -281.93
1760 87950 198242 118.927 -78.442 -26.4811
1761 88000 198241 -39.7027 -70.706 259.441
1762 88050 198240 -232.288 75.3827 403.868
1763 88100 198239 -136.813 140.224 414.754
1764 88150 198238 -77.034 171.016 267.651
1765 88200 198237 -6.73067 5.59945 179.919
1766 88250 198236 63.9454 -185.603 30.9176
1767 88300 198235 67.1031 -355.304 25.1087
1768 88350 198234 23.4065 -253.67 145.515
1769 88400 198233 35.6898 -115.752 415.05
1770 88450 198232 54.7 133.36 414.577
1771 88500 198231 168.825 177.349 239.878
1772 88550 198230 61.715 237.734 72.6741
1773 88600 198229 -15.457 128.708 116.807
1774 88650 198228 -158.606 -79.6076 95.9826
1775 88700 198227 -266.967 -401.134 28.7029
1776 88750 198226 -473.727 -566.637 -16.7377
1777 88800 198225 -653.119 -720.362 -209.249
1778 88850 198224 -388.36 -872.28 -497.196
1779 88900 198223 -125.284 -910.433 -675.217
1780 88950 198222 69.2478 -848.701 -761.804
1781 89000 198221 206.974 -398.014 -444.751
1782 89050 198220 400.59 107.099 42.267
1783 89100 198219 476.587 388.667 561.095
1784 89150 198218 490.127 734.192 845.645
1785 89200 198217 345.502 844.138 967.983
1786 89250 198216 233.201 787.915 930.329
1787 89300 198215 173.802 392.905 698.16
1788 89350 198214 111.029 -11.6555 193.069
1789 89400 198213 159.715 -308.151 -176.047
1790 89450 198212 -53.3475 -554.306 -362.572
1791 89500 198211 -267.39 -588.332 -394.068
1792 89550 198210 -442.491 -584.987 -420.094
1793 89600 198209 -462.165 -497.882 -396.978
1794 89650 198208 -273.427 -356.063 -281.708
1795 89700 198207 -268.914 -294.476 -192.134
1796 89750 198206 -124.48 -205.757 26.1801
1797 89800 198205 -11.5819 -103.923 115.619
1798 89850 198204 79.0303 -134.927 95.4612
1799 89900 198203 15.8415 -246.602 121.48
1800 89950 198202 -110.012 -226.122 97.3213
1801 90000 198201 -90.4801 -212.831 55.397
1802 90050 198200 240.939 -122.054 -17.2287
1803 90100 198199 418.683 -7.57104 65.9588
1804 90150 198198 468.818 198.341 142.534
1805 90200 198197 569.916 469.451 444.909
1806 90250 198196 510.499 624.368 473.454
1807 90300 198195 352.312 568.124 458.155
1808 90350 198194 -50.0304 154.201 320.744
1809 90400 198193 -380.091 -301.243 13.5661
1810 90450 198192 -606.24 -529.21 -320.722
1811 90500 198191 -500.617 -649.46 -543.499
1812 90550 198190 -207.092 -602.775 -426.748
1813 90600 198189 34.96 -411.453 -393.22
1814 90650 198188 0.608976 -202.788 -229.317
1815 90700 198187 -17.2588 -193.879 -8.10687
1816 90750 198186 179.62 -79.8579 188.746
1817 90800 198185 234.595 136.35 287.41
1818 90850 198184 405.542 244.391 506.724
1819 90900 198183 438.135 335.98 562.962
1820 90950 198182 459.898 422.531 504.561
1821 91000 198181 324.692 311.653 337.292
1822 91050 198180 2.55251 98.4056 109.53
1823 91100 198179 -428.68 -174.081 -174.332
1824 91150 198178 -570.601 -347.364 -309.975
1825 91200 198177 -513.145 -419.103 -210.221
1826 91250 198176 -236.054 -287.037 -96.6946
1827 91300 198175 -9.86692 -255.363 70.6928
1828 91350 198174 161.367 11.6556 171.108
1829 91400 198173 262.974 -1.57636 283.328
1830 91450 198172 339.691 -1.62718 126.365
1831 91500 198171 120.664 -61.4445 6.79154
1832 91550 198170 -119.179 -247.949 -119.821
1833 91600 198169 -311.122 -213.247 -100.837
1834 91650 198168 -76.1491 -105.281 70.1639
1835 91700 198167 28.329 78.6625 247.295
1836 91750 198166 227.803 177.184 323.266
1837 91800 198165 185.572 3.56328 276.244
1838 91850 198164 307.154 80.372 161.61
1839 91900 198163 282.973 69.8852 -66.0853
1840 91950 198162 239.011 125.949 8.52477
1841 92000 198161 43.9715 147.316 185.687
1842 92050 198160 -31.5985 55.7759 355.87
1843 92100 198159 -85.1584 -10.1063 265.648
1844 92150 198158 -201.876 -66.1109 226.17
1845 92200 198157 -262.911 13.1345 16.6216
1846 92250 198156 -293.842 129.88 118.28
1847 92300 198155 -235.047 -15.5334 16.5731
1848 92350 198154 -108.348 -132.348 -67.3571
1849 92400 198153 -116.91 -398.837 -0.713881
1850 92450 198152 118.216 -450.491 -128.414
1851 92500 198151 39.916 -426.116 -139.111
1852 92550 198150 157.487 -323.019 -168.831
1853 92600 198149 171.014 -239.471 -261.674
1854 92650 198148 179.557 -83.15 -291.291
1855 92700 198147 47.9125 -71.2372 -272.721
1856 92750 198146 -79.9198 21.1217 -118.619
1857 92800 198145 -57.3437 253.893 229.409
1858 92850 198144 81.5139 448.259 625.764
1859 92900 198143 42.4587 325.534 753.493
1860 92950 198142 285.899 297.868 653.964
1861 93000 198141 407.232 263.459 318.753
1862 93050 198140 577.587 248.005 17.4662
1863 93100 198139 464.439 11.1779 -197.276
1864 93150 198138 288.326 -186.948 -87.1015
1865 93200 198137 -103.097 -193.128 -14.612
1866 93250 198136 -303.576 -49.8367 141.154
1867 93300 198135 -348.764 57.1784 237.222
1868 93350 198134 -352.958 1.26088 78.2083
1869 93400 198133 -343.031 -92.2194 -211.006
1870 93450 198132 -329.795 -395.746 -427.194
1871 93500 198131 -185.133 -562.983 -482.509
1872 93550 198130 -271.401 -612.423 -399.081
1873 93600 198129 -160.215 -460.636 -220.865
1874 93650 198128 -9.49667 -268.81 45.9214
1875 93700 198127 216.152 114.851 132.358
1876 93750 198126 353.41 472.499 300.591
1877 93800 198125 437.967 537.34 438.088
1878 93850 198124 397.164 660.12 530.974
1879 93900 198123 350.322 632.999 674.129
1880 93950 198122 243.738 607.371 523.716
1881 94000 198121 -126.09 431.96 571.492
1882 94050 198120 -284.618 85.4541 448.847
